content,title
"六七年級生應該都認識他吧,感覺他會的法術也超多的,不知道跟奇異博士pk起來輸贏如何,有八卦嗎,--",[問卦] 林正英算是亞洲奇異博士嗎
"幹剛剛在切辣椒,切完洗手忘記剛有切辣椒，下意識的揉了一下眼睛,眼睛周圍超辣的,有沒有快速解決辦法？,把眼睛挖出來嗎,剛剛是拿冰牛奶冰敷著，好爽,--",[問卦] 臉超辣怎麼辦？
"實驗室,有蒼蠅,我學長堅持一定要抓到蒼蠅才能開始做事,不然實驗過程可能會被汙染,有沒有抓蒼蠅的好辦法,有卦嗎,--",[問卦] 實驗室有蒼蠅怎辦
"小弟慚愧，家中韓粉長輩天天鎖定韓天新聞，剛剛吃飯一如往常地鎖定52台，想到板上有人爆掛說韓導今天演的大戲是聲援香港、反對一國兩制，甚至學世堅大喊over,my,dead,body好不激情，就盯著韓天新聞看了半個小時想看看韓導戲演的如何，結果半小時過去完全沒有重播韓導的熱情喊話，只有重播下午一直訪問支持者的畫面，不然就是什麼庶民代表文山伯、強強滾在台上激情喊話，為何就是不見我們韓導上台喊話的畫面啊？是畫面還在剪輯嗎？之前幾場造勢這時間都是在瘋狂重播韓導熱情喊話阿？還是說禁詞講太多不知道怎麼剪？當然也有可能只是我漏看啦...有掛嗎？,（手機排版請見諒）,-----,Sent,from,JPTT,on,my,iPhone,--",[問卦] 有沒有中天新聞怪怪的八卦？
"就是阿,之前韓國娛樂圈大事件,就發現到,韓國新聞都要附註,記者社群帳號,台灣是不是應該效法阿,不然記者每天,唯恐天下不亂,散波奇怪言論,--",[問卦] 台灣是不是應該學習韓國
"媒體來源：中央社,中央社記者潘姿羽台北15日電,解析攤販密碼,生鮮肉舖最會賺,小吃攤多悲情,平凡的市場卻臥虎藏龍，主計總處調查指出，國內攤販的經濟力不容小覷，「年收百萬」,是基本門檻，其中以肉舖賺最大，但幾家歡樂幾家愁，小吃攤逐漸步入紅海市場，只能在,夾縫中求生存。,菜市場、夜市等處往往給人吵鬧、擁擠的印象，但攤販此起彼落的吆喝聲，鮮活了市場形,象，也代表著為生活所付出的努力。,主計總處最新發布的攤販調查發現，菜市場中揮汗如雨的攤販，暗藏著有錢人，特別是「,生鮮肉類」攤販，去年平均每攤營業收入新台幣379.9萬元，傲視其他類型攤販，而扣除,成本後，平均每年淨賺85.3萬元，比起第2名生鮮水果類，多賺超過20萬元。,主計總處官員表示，肉攤之所以「賺很大」，是因為買肉通常份量較大、單價也高，家庭,主婦若要煮一家四口的晚餐，排骨湯、燉個肉或是滷雞腿，動輒兩百元起跳，相較之下，,青菜一把數十元就搞定，肉攤收入自然較高。,不具名銀行人員說，肉舖攤販與生肉為伍，看起來雖然比不上坐辦公室、吹冷氣光鮮亮麗,，收入卻比許多上班族還高，「很多都是開賓士的！」,而若與肉攤比較，菜販顯得「悲情」許多，根據主計總處調查，去年生鮮蔬菜類攤販平均,每攤營收雖達224.8萬元，但扣除成本後的淨利則大縮水，平均每攤全年利潤僅57萬元，,比賣水果、成衣的利潤還要低。,官員說，耗損率偏高是蔬菜最大致命傷，蔬菜在運送與顧客挑挑揀揀過程中容易受損，導,致賣相變差，不只迅速跌價，甚至沒人要買，隱形成本非常高。,主計處統計，各類型攤販中，以肉攤淨賺最多，至於攤販數，則以「小吃、食品及飲料類,」勝出，調查顯示，2018年8月底，全台攤販共計30.7萬攤，小吃類便達16.4萬攤，占比,超過5成。,值得注意的是，和5年前相比，小吃類的攤販數減少3.44%，這也是1988年調查以來首度轉,為負成長；官員解釋，台灣小吃攤販為數眾多，早已進入紅海市場，由於競爭激烈，許多,攤販無法生存，只得黯然退場。,33歲的大雄（化名）幾年前自行創業，在新北市人潮頗多的大馬路邊開了一家炸物店，儘,管周邊已有同類型的攤販，有幾家甚至是10多年的老店，但大雄認為，只要產品好吃，顧,客還是會上門，不料事與願違。,大雄苦笑著說，附近居民習慣老店的口味，他的生意始終沒有起色，加上店租高昂，苦撐,近3年後，還是決定收攤，「做小吃真的太競爭了」。,主計總處官員表示，現在夜市、商圈許多小吃攤同質性相當高，除非很有特色，否則小吃,業即使進入門檻低，但脫穎而出不容易。,除了同業競爭，官員指出，攤販面臨最大的挑戰是網路興起，又以「成衣、被服、布及鞋,類」，以及賣手機殼、玩具、髮飾的「其他商品販賣類」衝擊最大，因為民眾可以上網找,到更多選擇，直接挑選喜歡的款式並比價。,觀察2018年「成衣、被服、布及鞋類」、「其他商品販賣類」攤販的經營情況，和5年前,相比，攤販數雙雙減少，平均每攤年營收也分別減少3.14%、5.63%，是各類型攤販中營收,唯二減少的，可見網路新經濟的影響甚深。（編輯：楊玫寧）1080615,5.完整新聞連結,(或短網址):",[新聞] 解析攤販密碼 生鮮肉舖最會賺 小吃攤多悲
"小弟無知問一下,如果要辦五場萬人造勢的話,大舞台,多個音響,多個大螢幕,還有2萬張椅子,還有一堆帳棚,這樣要多少錢啊,小弟好奇,--",[問卦] 辦五場造勢要多少錢
"如題,八卦女神姆咪,本名綿木蜜雪兒,是神樹峰女子學園的中二生,相信八卦的肥宅們都知道她身上的水是可以生喝的,但是,到底為什麼可以生喝啊？,難道是兔外套裡面住了淨水小精靈嗎？,有沒有姆咪專家可以回答一下",[問卦] 為什麼姆咪的水可以生喝
"魔戒裡的大boss索倫,底下有強大的半獸人軍團,唯一的弱點就是魔戒不在手裡,只要被摧毀就直接gg,而魔戒只能被末日火山摧毀,恰恰好末日火山剛好就在他家裡,正常來講有帶腦子的都會派一隊去守在入口吧,就算亞拉岡帶人去家門口叫囂但這樣家就都不用守了?,手下一堆人連派個一隊守入口都沒有,結果兩個哈比人末日火山想爬就爬,索倫這是智障吧,--",[問卦] 有索倫沒派人去守末日火山入口的掛?
"有沒有高麗菜心可以殺人的八卦,寶寶我感覺快被嚇死了,以後再也不敢吃高麗菜了,真是太可怕了!",[問卦] 有沒有高麗菜菜心可以殺人的八卦?
"新頭殼newtalk,|,謝莉慧,台北市報導,發布,2019.06.14,|,14:31,主席保衛戰？吳敦義：每個月都要借錢,卸下重擔是輕鬆,針對中國國民黨7月28日全代會，外傳有黨代表推動連署，希望刪除現行黨章規定總統為,當然黨主席的規定，國民黨主席吳敦義今（14）日表示，他對此沒意見，總統要不要兼任,黨主席，是見仁見智的問題，最重要的是，爭取2020年重返執政的機會。,吳敦義今天於中央黨部參加「婦女政策推動發展文教基金會舉辦108年中央志工大會」，,接受媒體訪問時做了以上表示。,對於外界以所謂的「主席保衛戰」形容，吳敦義強調，「做國民黨主席，每個月都還要借,錢，有什麼好享受的？這就是責任而已，所以我完全沒有主觀意見，承擔是我的光榮，卸,下這個重擔是讓我輕鬆。」總統當選後是否兼任黨主席，「這不成為一個重要的議題，最,重要的議題是重返執政。」,另有關民進黨初選告一段落，外界關注國民黨初選是否內耗？吳敦義說，沒有內耗的問題,，目前正接受各種意見，初選完成後就會全力以赴，只要是公平競爭，不論是執政黨或在,野黨，最重要的是，人民對執政成績的肯定到什麼程度。,吳敦義強調，若按照過去執政的狀況及去年九合一的選舉結果，顯示民心歸向，對國民黨,有極大的期待與鼓勵，我們要把過去做得不錯的做得更好，做不理想的要全力提升，爭取,更多支持，國民黨才能有機會重返執政之路。",[新聞] 主席保衛戰？吳敦義：每個月都要借錢 卸
"急！！在線等！！！,我帶我的未婚妻到豪華郵輪上面度假,結果沒想到他居然跟一個偷渡金毛屁孩搞在一起,才上船幾天就讓我戴綠帽,有夠下賤,有沒有人知道該怎麼辦！！！,--",[問卦] 未婚妻在船上被屁孩把走怎辦?
"財政部和台新金控爭奪彰化銀行經營權案，一審判決認為台新金是最大股東，財政部不,得妨礙台新金取得彰銀過半席次，高等法院前年5月進一步判決，財政部應支持台新金指,派過半股東，取得經營權；但最高法院今天判決廢棄二審判決，發回高院更審。,彰化銀行在2014年12月8日董監事改選，財政部結合泛公股股權，徵求委託書取得6席董事,席位，使台新金喪失彰銀經營主導權；台新金認為財政部違反2005年雙方約定，提告要求,財政部依照當年約定，支持台新金取得彰銀過半董事席次，取得經營主導權，或賠償其喪,失經營權的165億元損失，並改派台新3名董事。,高院二審前年5月判決認定，確認財政部與台新金之間的契約關係存在，在財政部尚未出,售持有的彰銀股份之前，且台新仍是彰銀最大股東期間，財政部應支持台新指派的代表人,當選彰銀過半數的普董席次。,案經上訴，最高法院今判決，將二審判決中關於「確認兩造間契約關係存在」及訴訟費用,的部分，發回高院更審。,最高法院認為，台新金發取得彰銀經營權的時間從2005至2014年，長達9年，財政部與台,新締約至今已13年，因公股未經立法院同意而不能出脫，因此始終未能達到「財政部出售,持股、或台新不再是彰銀最大股東」的解約條件，形同要無限期支持台新繼續取得經營權,，支持時間是否已逾越合理範圍，造成股份與股東表決權長期分離，對公司治理不利；而,契約能否約束股東的表決權？是否違反公序良俗？原審未予釐清，因此發回更審。,財政部2005年間標售彰銀股權，台新金以365.6億元標下彰銀特別股；2014年底彰銀改選,董事，財政部與泛公股取得過半董事的9席，台新金只取得3席。,台新金認為此舉違背標售時「會支持得標者主導經營權」的承諾，且導致彰銀無法列入名,下子公司並合併報表，造成台新金虧損148億元，因此提告要求確認雙方契約關係，並求,償165億5800萬元；台新金上訴二審時，已撤回求償部分。,一審時，台北地院認定兩造確實存在「財政部不得妨礙台新金取得過半董事席次」的契約,關係；但也認定台新金未取得過半席次，是因自身股權控制實力不足，非財政部妨礙造成,判決財政部不用改派董事，也免賠台新金損失。,===================================================,僵持15年的判決，我很意外5/23最高法院判決後八卦竟沒有相關新聞,最高法院不支持台新金合理還是不合理呢?,--",[問卦] 請問最高法院在彰銀案不支持台新金合理還是不合理呢?
"如題,今天我們一起讀書,為了提高我的讀書動力,我就問女友說，如果我成績進步可以答應我任何一件事嗎,女友答應惹耶,我該要求什麼呢",[問卦] 女友說如考試進步答應我一件做啥都可的事
"如題，多益作為一個以商用英語為主要目的的考試,其聽力測驗涵蓋了美國、英國、加拿大、澳洲的口音,但是,根據調查，印度使用英語的人口大約有1億2500萬人,英國、加拿大、澳洲三個加起來可能都還沒那麼多,商業上也很常遇到印度人,為什麼多益考試沒有印度口音呢？是不是歧視黑人？,有八卦嗎？,--,Sent,from,my,Android,on,iPhone,101s,DoublePlus.,--",[問卦] 為什麼多益沒有印度口音
"麻煩大家幫忙,謝謝,時間:,2019/06/09,20:00~20:10左右,地點:,宜蘭新城加油站附近/武荖坑附近,親戚下班回家機車車速只有40,現場只有機車與腳踏車,親戚當場去世,外勞當下還能說話,送醫後清醒,但現場監視器角度看不到,請大家幫忙提供行車紀錄器,如果只有腳踏車與機車造成的車禍,且時速40,如何造成死亡車禍感到不解,懇請大家幫忙,謝謝",[徵求]6/9 20:10宜蘭新城加油站車禍行車紀錄器 
"安安安,是這樣啦,外遇把妹比起單身追妹,應該多了一個包袱吧,畢竟都是已婚的啦,接吻歸接吻,打炮應該是超出那條界線了,應該多少會考慮一下吧,但是偷情應該都是偷偷親,公開場合親到被照到,算是哪一種階段啊？,是先打炮才公開親,還是先公開親後等等就去打炮,這順序怎麼排,有八卦嗎,--",[問卦] 外遇到公開場合喇舌是哪種階段
"小魯每天工作16小時,已經持續好一段日子了,是不是再過不久我就會突破限制器,變成一鍵超人!!!!!!!,再難的AR和issue通通一鍵解決,狂升S級第一位總經理!??,有沒有八卦!!!!!,--",[問卦] 一天工作16小時 能突破限制器嗎?
"口罩,有些比較貴的一個要5，6塊,只戴一天就丟覺的可惜,但不知道要戴多久cp值才是最高,有八卦嗎？,--",[問卦] 口罩    一般都戴多久呀
"媒體來源：中央社,記者署名：華盛頓綜合外電報導,譯者：劉淑琴/核稿：盧映孜,完整新聞標題：憂G20川習會破局,傳川普延後彭斯六四批中演講,完整新聞內文：,（中央社華盛頓14日綜合外電報導）最新更新：2019/06/15,14:17,知情人士透露，",[新聞] 憂G20川習會破局 傳川普延後彭斯六四批中
"為什麼女生身上的水,可以直接生喝,不是很多微生物跟細菌嗎？,喝了不會生病嗎？,--",[問卦] 為什麼女生的水可以生喝?
"很久以前常常聽到用生命捍衛自由什麼的,而之前是用生命去捍衛路權,現在又變回用生命去捍衛尊嚴,到底世界上有什麼事情值得用生命去捍衛的呢？",[問卦] 有什麼事情值得用生命去捍衛
"吃北極蝦結果沒有卵,幹,是不會產卵嗎?,吃酥炸柳葉魚,夾起來感覺肥肥的卵會很多,咬開結果是空的,是不是很幹呢?,--",[問卦] 吃柳葉魚、北極蝦結果沒有魚卵是不是很幹
"乳題,94縮阿,要期末考了,嗚嗚,><,好難過喔><,會不會被當阿><,但4,今天,從早上就傳來震耳欲聾ㄉ聲音,疑,原來4,大型草包遊樂場開張了阿><,從早上10點多吵到晚上快7點><,圖書館,宿舍,家裡,外面都一直傳來源源不絕ㄉ凍蒜><,學校外面就幾條路,塞滿車,學校中間唯一一小條通行道路,被各位可愛天真的韓粉,到處違停><,整條路上,都是違停,根本沒有多少空間可以騎車><,有沒有,韓粉癱瘓期末考周ㄉ8掛rrrrr,這樣可以跟教授要求+芬嗎><,--,一天老婆跟我說她無聊，想讓我帶她找點刺激的事做做。我說，要不我們去吃霸王餐怎麼,樣？老婆開心的說好啊好啊。於是點完菜，我們找了一個靠門的位置坐下，趁她去洗手間,的時候，我偷偷把帳結了。她回來後開始吃飯，吃得差不多了，我悄聲問她，準備好沒有,。老婆激動的點點頭，然後我就拉著她跑了出來，一路上，老婆笑得好開心。,其實老婆也付了一遍。老闆想：每天都能碰到這樣浪漫的人就好了。,--",[問卦] 有沒有韓粉來亂期末考周的掛
"小弟剛剛在捷運上,看到一個熱褲妹,她的熱褲超貼,整個內褲痕很明顯,忍不住會一直看,該怎麼辦,-----,Sent,from,JPTT,on,my,OnePlus,ONEPLUS,A6000.,--",[問卦] 熱褲妹的內褲痕很明顯怎麼辦
"很幽默，跟得上時代潮流，不錯吧,幹嘛這麼認真，科科,佩琪發文酸綠營網軍,作家怒:,做人差不多一點",[新聞] 佩琪發文酸綠營網軍  作家怒: 做人差不多
"翔插過忻後，有可能說停就停嗎？,越是禁止，越是想抽插，,越是想抽插，抽插起來越是過癮,他們真的會從此停止抽插嗎？,--",[問卦] 插過後會停止嗎？
"越看火越滾,看完整個超想爆氣的,有韓國網友說算是韓國社會真實縮影,韓國的財閥還有富二代真的無法無天嗎,出了事有人扛,解決不了就出國避風頭,--",[問卦] 有韓國電影 蚯蚓的八卦嗎
"人家都說一白遮三醜,可見皮膚白晰是美貌的要素之一,那黑人都全身黑嚕嚕,黑人裡面的女生會有正妹嗎,很好奇,--",[問卦] 黑人女生有正妹嗎？
"肥宅母米,玩具總動員的世界觀裡,所有的玩具都是活的,R20身為(成人)玩具,在那個世界裡是怎麼樣的存在呢?,--",[問卦] R20在玩具總動員的世界裡是怎麼樣的存在?
"市政北七路附近有歌劇院、汽車旅館、酒吧、百貨公司,可以說是台中精華地段中的精華,但我的高雄朋友說高雄其實也有這條路,但我翻遍了地圖就是沒看見,有沒有高雄人可以出來解惑一下???,--",[問卦] 有沒有市政北七路的八卦?
"正在吃著炸喜相逢，想到這個古老的傳說,小時候看到魚卵，吃了一次就愛上那種趴資趴資脆脆的口感,爸媽卻說：小孩紙不要吃魚卵，以後算術會不好,有沒有吃魚卵算術會不好的八卦？,--",[問卦] 被長輩騙說吃魚卵算術會不好的八卦？
"曾經在雨都基隆擔任音樂老師的謝小姐,英國某大學的音樂碩士,會如何形容有婦之夫-阿翔的口感呢?,她會如何用音樂的術語來形容?,有沒有這方面的八卦?,--",[問卦] 謝忻會怎麼形容阿翔的口感?
"我看什麼外景節目,都是在玩什麼團康不然就找女星穿比基尼玩遊戲,真的超無聊的,到底都誰在看的啊?,--",[問卦] 外景節目到底有什麼好看的?
"請問你各位啊～,為什麼日本的水可以直接喝呢,沖馬桶的,洗手的,都可以直接拿杯子來喝,究竟是什麼魔法？,--",[問卦] 為什麼日本的水可以直接生喝？
"1.媒體來源:,蘋果日報,2.記者署名,即時新聞中心／綜合報導,3.完整新聞標題:,想提早結束生理期,2傻妹竟用吸塵器抽體內經血險喪命,4.完整新聞內文:,美國有女性用吸塵器來吸月經，希望讓生理期可以早點結束。據《太陽報》報導，美國華,盛頓州雅圖一名護理師，在《推特》發文指出，近來有19歲、23歲兩名女性，因為想自行,用真空管抽血，早點結束生理期，反而被送到醫院治療的案例。婦產科醫生馬利克(Shazi,a,Malik)指出，這樣的做法相當危險，而且非但起不了作用，還可能造成嚴重的傷害。,馬利克進一步指出，這會造成陰道撕裂傷、子宮頸受損，以及吸塵器管子的細菌感染，並,且建議女性，如果生理期時感到身體沉重，需調查為何出血量變多，而不是試圖抽出這些,血。馬利克補充說，每個人都有自己的出血量，並且是以身體可以容忍的速度發生，如果,用外力抽取的話，身體是無法忍受的，如果擔心自己的月經狀況，去看醫生是最好的選擇,。（即時新聞中心／綜合報導）,5.完整新聞連結,(或短網址):",[新聞] 想提早結束生理期　2傻妹竟用吸塵器抽體
"1.媒體來源:新唐人,2.記者署名鐘景明報導/責任編輯：明軒,3.完整新聞標題:,立法會外港警身份惹疑,議員索要警員證無人出示,4.完整新聞內文:,【新唐人北京時間2019年06月14日訊】香港民眾上街「反送中」遭暴力鎮壓，許多民眾懷,疑大陸軍警假扮港警行凶，但無確切證據。13日媒體拍到香港議員要求一排「防暴警察」,說出姓名警號，出示警員證，這些人毫無反應，全程由穿便服的警察代為推搪遮掩。,13日，不止一家香港媒體播放了這段議員質疑「香港警察」身份的視頻。其中香港電台當,日的視頻報導指，香港警方在立法會大樓外的添馬公園搜查市民，但沒有發現任何可疑，,現場市民和議員要求警方道歉。,視頻中顯示，立法會議員譚文豪和尹兆堅，當場要求一排戴頭鋼盔的「警察」說出姓名和,警號，並出示警員委任證，表示要投訴他們。但這些「警察」都無任何反應。,屬」出示證件，只是告訴議員，穿警察背心就可以證明「是警察」，並對議員稱，「你有,正式渠道，你也錄下來了，我們是走不掉的，是吧？」,根據香港《警察通例》第20章第14條，警務人員在任何時候均須隨身攜帶委任證。其中便,衣人員不論是否當值，在與巿民接觸和行使警察權力時，必須表明身份及出示委任證。在,案發現場的便衣人員，更須將委任證掛在顯眼的地方，讓人易於辨認其身份。如警務人員,沒有出示委任證，不論是要求不合理或最終未能遵辦，均須在記事冊內說明。,而香港作為法治社會，警察對相關規定應非常清楚，因此這些「警察」在議員的一再追問,下，始終不發一言，拒不表明身份，顯得頗不尋常。,在社交媒體上，有網友指責香港政府知法犯法。也有很多網友懷疑，這些所謂的「警察」,可能並非真的香港警察，而是由大陸軍警假扮。,根據海外社交媒體上傳出的消息，從6月9日大遊行開始，現場民眾就發現很多「警察」說,普通話。11日晚間，疑似有軍警從深圳入境香港。12日暴力清場時，有大批說普通話的「,警察」見人就打。也有網友猜測，其中也可能有駐港部隊或深圳軍警假扮香港警察，這些,人中有不少精通粵語。,此外，有網友上傳照片顯示，許多「香港警察」在街頭和大廳內集體自拍。有網民批評這,些警察在鎮壓民眾時還有心情拍照，「沒有人性」。但也有網友懷疑這些「香港警察」並,非本地人，因此才趁到香港「執行任務」時拍照留念。,12日暴力清場，據當地媒體報導，有七十餘人被警方打傷，其中兩人傷勢嚴重，目前仍在,醫院救治。有網友懷疑，部份行凶警察手段殘忍，疑似中共軍警所為。,13日，繼續有大量民眾出現在立法會外圍，隨時準備再次集結，阻止立法會恢復《逃犯條,例》修正案二讀辯論。,（記者鐘景明報導/責任編輯：明軒）,5.完整新聞連結,(或短網址):",[新聞] 立法會外港警身份惹疑 議員索要警員證無
"如題,砂石業很賺,利益糾葛很多,沒有2把刷子混不下去,我朋友不學無術小混混,最近搭上中部砂石世家的千金小姐,他最欣賞我朋友口才好,浪漫,有夢想的豪邁性格,如果真的娶到,有多爽啊R????,--",[問卦] 娶到砂石業的千金小姐有多爽??
"各位安安,在路上看到一隻貓貓,站在石頭上東張西望的,有人知道他在看啥嗎,擔心好奇心足以殺死一隻貓>\\\\<,附圖",[問卦] 貓貓站起來了！在看啥啊？
"安安,現在還會有人用這個古老制度ㄇ,可不可以改掉啊,這樣我期末少考好多喔,嘻嘻☺,☺,--",[問卦] 有典權的八卦嗎
"林鄭月蛾方面宣布了,因為台灣方面不接受反送中,考慮台灣方面表明不接受現行方案下移交，草案在本立法會年度立法的迫切性或已不存在。,所以反送中案被擱置了,--,雖然我覺得最大因素還是美國爸爸啦,但法案方面台灣也出來幫忙坦了一些,除了美國外台灣算救了香港嗎？,-----,Sent,from,JPTT,on,my,Asus,ASUS_Z012DA.,--",[問卦] 除了美國外台灣算救了香港嗎？
"誒誒又是我東南亞肥宅喇,肥宅我有個不大熟的朋友結婚,請了我和我老婆(如果有),結果去到那裡出菜又慢,只好跟我老婆獨自聊天,結果其他同桌的用異樣的眼神看著我,請問帶老婆去參加婚宴會很丟人嗎？,有沒有卦？,--,--",[問卦] 參加婚宴帶老婆去會很丟人嗎？
"某種程度上，香港算政教合一,伊斯蘭教還沒站出來,之前多個不同的基督團體的香港基督徒站在立法會外和警察陣前,連續通宵就唱一句「Sing,Hallelujah,to,the,Lord」,不眠不休就站著唱，毅力驚人",[爆卦] 反送中 香港基督徒和佛教徒聯手參加聖戰
"安安大家好我文組喇，我看HBO的Chenobyl啊,那些第一批趕到場的消防員跟當天在第四反應爐值班的員工,每個臨死前的身體都慘不忍賭,最後都放進鋅棺材裡面，再用混凝土掩埋,有點好奇那些屍體會腐爛嗎？,身上那麼強的輻射，應該沒有微生物能夠存活到分解屍體了吧？,有八卦嗎？,--,Seibu,Lions,reliever,RHP,Deunte,Heath",[問卦] 受到輻射致死的屍體會腐爛嗎？
"我記得去年一直在吵說台灣會缺電，,還有人說台灣今年就會缺電，,後來變成台灣缺電會造成產業發展停滯，,結果今年台灣還沒缺電。,我首先要感謝火力發電機組的貢獻，,在一堆火黑反智白癡下，,火力發電還是辛苦的工作，,提供了台灣絕大部分電力，,我認為只要有火力發電在台灣就不會缺電，,只要反火白癡不要動到火力，,台灣就不會沒電！大家說對不對！？,--",[問卦] 台灣到底什麼時候才要缺電？
"是這樣的,依稀記得,本肥以前讀基隆二信高中的時候,知道有一位音樂老師,每次下課要開車回去,就有一堆,一票男生,站在外面看,記得該老師也姓謝,後來辜狗才發現,最近的女主角,謝忻,以前也有在二信教過書,但她教的是國中部的,不曉得當時,很多男生圍觀的那個音樂老師,就是他嗎,開著黑色小車的樣子,不是X3喔,有老二信的人知道嗎,現在大概27歲以上的人,--",[問卦] 謝忻以前在二信教書很多男生圍觀是他嗎
"醫牙在國內受雇階層薪資平均最高,但工作環境壓力大,電資國內平均次之,去國外工作通常工作環境好,薪資優,除這些行業之外,台灣哪種工作（不含創業或直銷）,待遇最好,有機會年薪破200萬呢,有沒有卦？,-----,Sent,from,JPTT,on,my,iPhone,--",[問卦] 非醫牙電資的受雇者 哪種工作待遇最好？
"台灣不缺電,核能到現在還在運轉,等等爆炸怎麼辦？,建議全部改風電跟太陽能安全,今年還有反核大遊行嗎,年輕人都會參加吧,以上,--",[問卦] 今年還有反核大遊行嗎？
"NBA團報風氣盛行,球星們都據在一起,打造總冠軍,奇怪MLB球星怎麼就沒想過這招=.=??,一到九棒全部40轟水準,先發投手前五個都是20勝強投,這樣總冠軍不是很easy嗎?,何況棒球場觀眾人數又多於籃球場,奢侈稅繳起來也很easy阿...,MLB幹嘛不報團????,--",[問卦] MLB球星為什麼不會想報團????
"欸欸欸,乳提,就是,小妹我今天,看到小妹的朋友在喝金桔檸檬,然後本妹想ㄌ想,金桔的桔到底要怎摸唸,有些人都唸吉,但也有人唸結,有咪有金桔怎摸唸ㄉ八卦卦ㄚ,喵,--",[問卦] 金桔怎麼唸？
"媒體來源:自由,開軍車撞傷女騎士,女兵要賠96萬,〔記者廖雪茹／新竹報導〕",[新聞] 開軍車撞傷女騎士 女兵要賠96萬
"如題,最近板主讓八卦板的推文都顯示IP,真的很過份欸(#`皿′),以前我都可以躲在推文裡偷偷嗆別人學店,現在顯示IP之後,大家輕而易舉的就可以看到我推文的IP,害我都不敢用學校的wifi看八卦板了!!,板主484不在乎學店生的感受!!!,有沒有卦!?,--",[問卦] 推文顯示IP 484欺負學店仔?
"巴西竟有剖腹產觀看派對！剖腹率55.5%,帶動周邊新產業,巴西剖腹產盛行，占該國生產總數的55.5%。這種現象帶動新產業，為產婦親友舉辦剖腹產派對，把手術扮成像婚禮一樣隆重，親友也可以享受搖滾區快感，透過產房透明玻璃觀看生產過程。,華盛頓郵報報導，根據巴西衛生署，巴西是全球剖腹率數一數二高的國家。巴西超過一半的生產為剖腹產，占55.5%，其中84%由私人醫院操刀。,巴西剖腹現象帶動新產業，派對策劃、化妝師、餐廚業計畫把剖腹手術當成婚禮一樣隆重舉辦。在剖腹過程，產婦親友可透過手術室透明窗戶觀看。,在聖保羅的Sao,Luiz私人醫院，產婦可以在房間內梳妝打扮，並向醫院以一天500美元租借總統套房，套房包括客廳、客用廁所、陽台、小吧台，供親友使用並舉辦派對。,巴西及其他衛生機構持反對意見，世界衛生組織表示，只有10%生產必須剖腹，他們長期致力降低剖腹生產率。,剖腹產致死率是自然產兩倍，媽媽與寶寶也需較長的恢復期。剖腹產費用比自然產高，雖然在有完善設備的私人醫院生產致死率低，但大量失血及傷口感染機會仍高於自然產。對寶寶來說，剖腹產與新生兒呼吸窘迫症候群、糖尿病、高血壓有較高關聯性。,巴西衛生署已採取措施降低剖腹產比率。2016年巴西政府下令禁止孕期未滿39周進行不必要剖腹產。,不過，巴西產婦偏愛剖腹是有根據的，巴西的健保系統不完善，醫生及護士沒有完善的資源可以在自然產時，長時間觀察、照顧產婦，剖腹產讓醫療人員可以在短時間內，較細微的掌控產婦動態。,巴西產婦科醫學會成員費爾禾（Ol?mpio,de,Moraes,Filho）表示，剖腹產能符合部分家庭生活型態，像是職業婦女產婦，夫妻可以提早安排生產時間，以利親友團聚。",[新聞] 巴西竟有剖腹產觀看派對！剖腹率55.5% 帶
"都38歲,有3個小孩的人,還主持過美食節目,怎麼維基寫體重才56公斤啊???,身高170,如果不是運動量很大的話,這樣好像有點過瘦了吧??,阿翔都是怎麼維持的啊??,--",[問卦] 阿翔體重才56公斤??  太瘦了吧???
"PTT,是基於N年前的,Telnet,BBS,架構,這種架構得要下載特定軟體才能登入,很不方便,而且很多文字無法顯示等等，,也是造成討論之間的困難,怎不改成像,Disp,BBS,一樣,就可以有很多方便的功能,例如推文可以自行刪除等等,有沒有八卦？,--",[問卦] PTT 什麼時候要改成網頁架構？
"自由,促參招商應創造雙贏,蘇揆：大巨蛋案失敗實在很可惜,〔記者巫其倫／台北報導〕財政部今天舉行民間參與公共建設招商大會，今年度推出招商案,件48案，投資規模金額達1093.96億元，行政院長蘇貞昌今天表示，民間參與公共建設行之,有年，招商大會主要目的是要讓業界得到利潤，讓人民得到更高服務，",[新聞] 促參招商應創造雙贏 蘇揆：大巨蛋案失敗
"是這樣子的，小弟剛剛6:30原本可以下班。,但是因為有額外的工作，需要留下來加班。,結果女同事,居然留下來陪我！,還順便用紙箱做貓抓板！！！,多麼的賢慧！,多麼的有愛！,居然留下來陪我！,原本她說肚子很餓,竟然忍著肚子餓陪我！,最後兩個人聊聊天,一個打電腦，一個割紙箱,到剛剛才結束,有這種女同事，是上輩子修來的福氣嗎？,--",[問卦] 女同事為了我留下來加班！！！
"是這個樣子的,網路上看到最近很紅的下酒菜,叫麻辣小龍蝦的,買來吃吃看,一打開,這不就螯蝦嗎?,之前有看網路說,螯蝦不好吃,就沒去吃過,都買泰國蝦來吃,反正買都買了,一打開來吃,其實吃不到蝦味,全部都是調味料的味道,覺得不好吃阿,那是在紅啥的?,有沒有麻辣小龍蝦的八卦?,--,在下乃松花江天刀峰絕命崖崖主",[問卦] 有沒有麻辣小龍蝦的八卦
